customer_id,churn,churn_proba,churn_pred,risk_level,plan_type,contract_type,tenure_days,total_users,total_payments,total_revenue,avg_payment_value,std_payment_value,payment_delay_rate,avg_delay_days,max_delay_days,dunning_count,dunning_rate,payment_cv,late_x_dunning,avg_monthly_usage_hrs,min_monthly_usage_hrs,max_monthly_usage_hrs,std_monthly_usage_hrs,avg_feature_adoption,min_feature_adoption,days_since_last_login,engagement_score,usage_drop_ratio,inactive_level,usage_consistency,usage_per_tenure,risk_score,nps_category,avg_nps_score,min_nps_score,latest_nps_score,nps_response_count,nps_std,nps_trend,total_tickets,open_tickets,high_priority_tickets,billing_tickets,technical_tickets,unresolved_ratio,high_priority_ratio,billing_ticket_ratio,tickets_per_month,nps_x_adoption,usage_x_tech_tickets,plan_x_usage,tenure_x_engagement
C-0011,1,0.7659471,1,High,starter,monthly,785.0,1,28,1459.64,52.13,0.0,0.14285714285714285,1.4285714285714286,12,0,0.0,0.0,0.0,27.5,27.5,27.5,0.0,37.2,37.2,38,26.392820512820514,3.636231409775981e-05,1,1.0,1.050553928434993,0.42561818115704886,Detractor,3.5,3.0,4.0,2.0,0.7071067811865476,0.5,4.0,1.0,2.0,3.0,0.0,0.25,0.5,0.75,0.15280784413599896,130.20000000000002,0.0,0.0,20718.364102564105
C-0012,0,0.25881723,0,Low,starter,annual,488.0,2,3,6979.68,2326.56,0.0,1.0,8.333333333333334,14,0,0.0,0.0,0.0,34.6,34.6,34.6,0.0,72.5,72.5,84,43.07529411764706,2.890089881790736e-05,1,1.0,2.125742371492935,0.35501445044940894,Detractor,2.5,2.0,2.0,2.0,0.7071067811865476,-0.5,8.0,1.0,5.0,4.0,0.0,0.125,0.625,0.5,0.49150112635674786,181.25,0.0,0.0,21020.743529411768
C-0013,1,0.8295644,1,High,enterprise,annual,670.0,16,2,24696.72,12348.36,0.0,1.0,5.5,6,0,0.0,0.0,0.0,195.8,195.8,195.8,0.0,47.1,47.1,61,97.4825806451613,5.1072262143847524e-06,1,1.0,8.763240340146204,0.4058025536131072,Detractor,2.0,2.0,2.0,1.0,0.0,0.0,11.0,4.0,5.0,4.0,4.0,0.36363636363636365,0.45454545454545453,0.36363636363636365,0.4923168730419215,94.2,783.2,391.6,65313.32903225807
C-0014,1,0.84184676,1,High,starter,monthly,1171.0,4,24,3026.16,126.08999999999999,0.0,0.041666666666666664,0.5,12,0,0.0,0.0,0.0,14.0,14.0,14.0,0.0,75.3,75.3,47,36.13666666666666,7.142346975208547e-05,1,1.0,0.35857594126184583,0.34943571173487603,Passive,8.0,8.0,8.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0,3.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.17928797063092292,602.4,42.0,0.0,42316.03666666666
C-0015,0,0.16735134,0,Low,professional,annual,1402.0,12,5,44184.6,8836.92,0.0,1.0,6.4,8,1,0.2,0.0,0.2,96.9,96.9,96.9,0.0,80.6,80.6,10,72.81818181818181,1.0319810941128438e-05,0,1.0,2.0730228909648436,0.03880515990547058,Detractor,5.5,5.0,6.0,2.0,0.7071067811865476,0.5,11.0,3.0,5.0,3.0,7.0,0.2727272727272727,0.45454545454545453,0.2727272727272727,0.23532767596092136,443.29999999999995,678.3000000000001,96.9,102091.0909090909
C-0016,0,0.15958963,0,Low,professional,monthly,31.0,15,46,28530.58,620.23,0.0,0.043478260869565216,0.32608695652173914,9,0,0.0,0.0,0.0,55.9,55.9,55.9,0.0,65.8,65.8,38,49.19282051282051,1.7888767642748604e-05,1,1.0,53.57827476038338,0.3684089443838214,Detractor,7.5,6.0,6.0,2.0,2.1213203435596424,-1.5,11.0,2.0,2.0,5.0,3.0,0.18181818181818182,0.18181818181818182,0.45454545454545453,10.543130990415335,493.5,167.7,55.9,1524.9774358974357
C-0018,1,0.88418686,1,High,starter,monthly,1213.0,4,5,840.6,168.12,0.0,1.0,11.0,15,4,0.8,0.0,0.8,31.1,31.1,31.1,0.0,74.8,74.8,5,45.693333333333335,3.215330696770824e-05,0,1.0,0.7689771697024644,0.050416076653483854,Detractor,0.5,0.0,1.0,2.0,0.7071067811865476,0.5,13.0,5.0,4.0,2.0,5.0,0.38461538461538464,0.3076923076923077,0.15384615384615385,0.32143740212643207,37.4,155.5,0.0,55426.013333333336
C-0019,0,0.26169354,0,Low,professional,monthly,1310.0,18,40,24297.600000000002,607.44,0.0,0.1,1.025,15,0,0.0,0.0,0.0,49.7,49.7,49.7,0.0,22.2,22.2,5,32.09333333333334,2.0120319510597007e-05,0,1.0,1.1379073494619554,0.15561006015975531,Detractor,1.0,0.0,2.0,2.0,1.4142135623730951,1.0,12.0,4.0,5.0,4.0,4.0,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.274746241318782,22.2,198.8,49.7,42042.26666666668
C-0020,0,0.33985704,0,Low,starter,annual,823.0,1,5,3690.6,738.12,0.0,1.0,11.8,14,1,0.2,0.0,0.2,30.0,30.0,30.0,0.0,80.4,80.4,30,44.80516129032259,3.333222225931909e-05,0,1.0,1.0931616664642292,0.03921666611112965,Detractor,4.0,4.0,4.0,1.0,0.0,0.0,15.0,4.0,5.0,4.0,7.0,0.26666666666666666,0.3333333333333333,0.26666666666666666,0.5465808332321146,321.6,210.0,0.0,36874.64774193549
C-0021,0,0.40267935,0,Medium,starter,monthly,366.0,1,27,1745.82,64.66,0.0,0.1111111111111111,0.6296296296296297,9,0,0.0,0.0,0.0,40.5,40.5,40.5,0.0,73.5,73.5,87,45.82727272727273,2.46907483765213e-05,1,1.0,3.316953316953317,0.35301234537418824,Detractor,1.0,1.0,1.0,1.0,0.0,0.0,6.0,2.0,2.0,0.0,4.0,0.3333333333333333,0.3333333333333333,0.0,0.4914004914004914,73.5,162.0,0.0,16772.78181818182
C-0022,1,0.75455457,1,High,starter,monthly,168.0,2,12,1478.04,123.17,0.0,0.25,1.8333333333333333,12,0,0.0,0.0,0.0,18.7,18.7,18.7,0.0,71.0,71.0,16,37.0564705882353,5.3473076306098655e-05,0,1.0,3.3333333333333335,0.05802673653815306,Passive,9.0,8.0,8.0,2.0,1.4142135623730951,-1.0,7.0,1.0,3.0,2.0,3.0,0.14285714285714285,0.42857142857142855,0.2857142857142857,1.2477718360071302,639.0,56.099999999999994,0.0,6225.48705882353
C-0023,1,0.82263374,1,High,enterprise,monthly,575.0,64,6,28978.68,4829.78,0.0,0.0,0.0,0,0,0.0,0.0,0.0,220.0,220.0,220.0,0.0,87.1,87.1,66,123.13850746268658,4.545433884395322e-06,1,1.0,11.472275334608028,0.3258022727169422,Passive,8.0,8.0,8.0,1.0,0.0,0.0,13.0,4.0,7.0,4.0,3.0,0.3076923076923077,0.5384615384615384,0.3076923076923077,0.6779071788632017,696.8,660.0,440.0,70804.64179104478
C-0024,0,0.42366844,0,Medium,professional,monthly,823.0,16,21,8796.48,418.88,0.0,0.19047619047619047,1.8095238095238095,14,0,0.0,0.0,0.0,74.1,74.1,74.1,0.0,16.9,16.9,53,36.77037037037037,1.349509453318909e-05,1,1.0,2.700109316166646,0.4662067475472666,Passive,7.0,6.0,8.0,2.0,1.4142135623730951,1.0,15.0,5.0,4.0,4.0,8.0,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.5465808332321146,118.29999999999998,592.8,74.1,30262.01481481482
C-0025,0,0.47273225,0,Medium,enterprise,annual,153.0,42,3,170054.28,56684.76,0.0,0.6666666666666666,2.3333333333333335,5,0,0.0,0.0,0.0,109.7,109.7,109.7,0.0,44.6,44.6,43,62.17454545454545,9.115687186089794e-06,1,1.0,21.467710371819965,0.41080455784359304,Promoter,9.5,9.0,9.0,2.0,0.7071067811865476,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.7,0.0,219.4,9512.705454545454
C-0026,0,0.10397797,0,Low,professional,monthly,1188.0,16,5,1657.25,331.45,0.0,0.4,3.0,9,0,0.0,0.0,0.0,96.3,96.3,96.3,0.0,93.7,93.7,16,77.17647058823529,1.0384108160899075e-05,0,1.0,2.4312042413531936,0.01260519205408044,Detractor,4.0,4.0,4.0,1.0,0.0,0.0,7.0,0.0,1.0,2.0,2.0,0.0,0.14285714285714285,0.2857142857142857,0.17672304973491543,374.8,192.6,96.3,91685.64705882352
C-0027,0,0.26383427,0,Low,professional,monthly,762.0,5,39,17255.55,442.45,0.0,0.1282051282051282,0.7435897435897436,12,0,0.0,0.0,0.0,97.1,97.1,97.1,0.0,90.6,90.6,72,75.35397260273974,1.029855511280875e-05,1,1.0,3.8213301849665484,0.31880514927755643,Passive,7.0,7.0,7.0,1.0,0.0,0.0,14.0,5.0,7.0,3.0,4.0,0.35714285714285715,0.5,0.21428571428571427,0.5509641873278237,634.1999999999999,388.4,97.1,57419.72712328769
C-0028,0,0.24117105,0,Low,professional,annual,976.0,19,4,26296.32,6574.08,0.0,1.0,4.25,10,1,0.25,0.0,0.25,91.9,91.9,91.9,0.0,50.9,50.9,25,57.88923076923077,1.0881274414953346e-05,0,1.0,2.8239270715968456,0.09820544063720749,Detractor,1.5,1.0,1.0,2.0,0.7071067811865476,-0.5,14.0,4.0,5.0,5.0,8.0,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.4301956365871147,76.35,735.2,91.9,56499.88923076923
C-0029,0,0.22127078,0,Low,starter,monthly,31.0,2,32,4609.6,144.05,0.0,0.125,0.5,9,0,0.0,0.0,0.0,17.1,17.1,17.1,0.0,43.0,43.0,23,24.87333333333333,5.847611250808793e-05,0,1.0,16.389776357827476,0.11402923805625406,Detractor,5.0,5.0,5.0,1.0,0.0,0.0,7.0,3.0,2.0,1.0,4.0,0.42857142857142855,0.2857142857142857,0.14285714285714285,6.7092651757188495,215.0,68.4,0.0,771.0733333333333
C-0030,1,0.67602557,1,Medium,professional,monthly,1113.0,12,3,2294.31,764.77,0.0,1.0,10.666666666666666,15,2,0.6666666666666666,0.0,0.6666666666666666,37.4,37.4,37.4,0.0,44.5,44.5,14,34.09333333333334,2.6737253014608164e-05,0,1.0,1.0078146052277015,0.11101336862650729,Passive,7.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026946914578280787,311.5,0.0,37.4,37945.88000000001
C-0031,1,0.85666406,1,High,starter,annual,239.0,2,5,10429.2,2085.84,0.0,1.0,7.6,13,1,0.2,0.0,0.2,52.0,52.0,52.0,0.0,49.7,49.7,67,40.97411764705883,1.9230399415315347e-05,1,1.0,6.5190137902214795,0.4006096151997076,Detractor,5.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.5,0.0,0.0,9792.814117647062
C-0032,1,0.16821003,0,Low,enterprise,monthly,1404.0,34,10,15298.599999999999,1529.86,0.0,0.5,4.5,15,0,0.0,0.0,0.0,53.0,53.0,53.0,0.0,39.6,39.6,26,37.78074074074075,1.8867568536418133e-05,0,1.0,1.1322367015594959,0.12080943378426821,Promoter,10.0,10.0,10.0,2.0,0.0,0.0,17.0,3.0,10.0,4.0,6.0,0.17647058823529413,0.5882352941176471,0.23529411764705882,0.36317026276436665,396.0,318.0,106.0,53044.16000000001
C-0033,0,0.0815612,0,Low,professional,monthly,1461.0,19,47,17559.2,373.6,0.0,0.0,0.0,0,0,0.0,0.0,0.0,119.6,119.6,119.6,0.0,36.3,36.3,0,82.36,8.361134104295509e-06,0,1.0,2.4553479778279614,0.12740418056705216,Detractor,4.0,4.0,4.0,1.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,0.25,0.25,0.5,0.0821186614658181,145.2,239.2,119.6,120327.96
C-0034,1,0.7866654,1,High,professional,monthly,360.0,9,48,14189.28,295.61,0.0,0.10416666666666667,0.7916666666666666,15,0,0.0,0.0,0.0,46.4,46.4,46.4,0.0,74.0,74.0,67,48.45411764705882,2.1551259671070966e-05,1,1.0,3.8634471273938384,0.3520107756298355,Detractor,2.0,2.0,2.0,1.0,0.0,0.0,9.0,1.0,5.0,3.0,4.0,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.7493755203996669,148.0,185.6,46.4,17443.482352941177
C-0035,0,0.25881723,0,Low,enterprise,annual,488.0,97,2,94613.52,47306.76,0.0,0.0,0.0,0,0,0.0,0.0,0.0,131.2,131.2,131.2,0.0,71.6,71.6,52,81.49735849056604,7.621893125864254e-06,1,1.0,8.060618472250665,0.35680381094656294,Detractor,2.5,1.0,1.0,2.0,2.1213203435596424,-1.5,12.0,3.0,4.0,3.0,5.0,0.25,0.3333333333333333,0.25,0.7372516895351218,179.0,656.0,262.4,39770.71094339623
C-0036,0,0.2957802,0,Low,professional,monthly,397.0,16,16,11214.08,700.88,0.0,0.1875,1.9375,14,0,0.0,0.0,0.0,90.2,90.2,90.2,0.0,82.8,82.8,64,69.50769230769231,1.1086351592637378e-05,1,1.0,6.8109740750062935,0.3344055431757963,Promoter,10.0,10.0,10.0,1.0,0.0,0.0,10.0,1.0,5.0,5.0,2.0,0.1,0.5,0.5,0.7550969041026933,828.0,180.4,90.2,27594.553846153845
C-0037,0,0.16141926,0,Low,professional,annual,61.0,5,4,36052.32,9013.08,0.0,1.0,10.75,14,2,0.5,0.0,0.5,145.8,145.8,145.8,0.0,70.4,70.4,83,86.71809523809526,6.858663520903363e-06,1,1.0,71.35399673735728,0.3592034293317604,Detractor,3.5,2.0,2.0,2.0,2.1213203435596424,-1.5,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.4681892332789561,246.40000000000003,0.0,145.8,5289.803809523811
C-0038,0,0.4183376,0,Medium,professional,annual,1006.0,15,5,41143.2,8228.64,0.0,1.0,5.0,12,4,0.8,0.0,0.8,47.2,47.2,47.2,0.0,46.0,46.0,29,37.946666666666665,2.1185991822103567e-05,0,1.0,1.4071350491901027,0.10801059299591106,Detractor,7.5,6.0,6.0,2.0,2.1213203435596424,-1.5,13.0,4.0,6.0,4.0,6.0,0.3076923076923077,0.46153846153846156,0.3076923076923077,0.38755838219218924,345.0,283.20000000000005,47.2,38174.346666666665
C-0039,1,0.8274645,1,High,professional,monthly,902.0,16,33,8057.9400000000005,244.18,0.0,0.06060606060606061,0.696969696969697,12,0,0.0,0.0,0.0,52.0,52.0,52.0,0.0,90.9,90.9,74,57.42666666666668,1.9230399415315347e-05,1,1.0,1.7289149950127451,0.31820961519970764,Passive,8.0,8.0,8.0,1.0,0.0,0.0,10.0,2.0,5.0,3.0,3.0,0.2,0.5,0.3,0.3324836528870664,727.2,156.0,52.0,51798.85333333334
C-0040,0,0.0815612,0,Low,starter,annual,1461.0,5,3,5100.12,1700.04,0.0,0.6666666666666666,5.0,8,0,0.0,0.0,0.0,43.6,43.6,43.6,0.0,33.6,33.6,28,31.569655172413796,2.293525377849992e-05,0,1.0,0.8950934099774174,0.13281146762688925,Passive,7.5,7.0,7.0,2.0,0.7071067811865476,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,46123.26620689656
C-0041,1,0.84184676,1,High,professional,monthly,1161.0,11,48,12700.32,264.59,0.0,0.10416666666666667,1.0625,13,0,0.0,0.0,0.0,46.1,46.1,46.1,0.0,72.9,72.9,88,47.824719101123605,2.1691503438003856e-05,1,1.0,1.190906742443813,0.35421084575171896,Passive,7.5,7.0,7.0,2.0,0.7071067811865476,-0.5,6.0,3.0,3.0,2.0,1.0,0.5,0.5,0.3333333333333333,0.15499870834409712,546.75,46.1,46.1,55524.498876404505
C-0042,1,0.7483852,1,High,professional,monthly,728.0,10,41,16620.579999999998,405.37999999999994,0.0,0.0975609756097561,0.8292682926829268,13,0,0.0,0.0,0.0,125.7,125.7,125.7,0.0,14.6,14.6,64,56.42769230769231,7.955386194247183e-06,1,1.0,5.177811341480159,0.4708039776930971,Passive,7.0,7.0,7.0,1.0,0.0,0.0,12.0,0.0,7.0,4.0,4.0,0.0,0.5833333333333334,0.3333333333333333,0.49430179870932306,102.2,502.8,125.7,41079.36
C-0043,0,0.41655582,0,Medium,enterprise,monthly,1006.0,89,26,56810.0,2185.0,0.0,0.038461538461538464,0.3076923076923077,8,0,0.0,0.0,0.0,121.0,121.0,121.0,0.0,34.8,34.8,64,62.627692307692314,8.264394509183148e-06,1,1.0,3.6072741727119153,0.4304041321972546,Detractor,6.0,5.0,5.0,2.0,1.4142135623730951,-1.0,4.0,1.0,2.0,1.0,1.0,0.25,0.5,0.25,0.11924873298221207,208.79999999999998,121.0,242.0,63003.45846153847
C-0044,0,0.3489444,0,Low,professional,monthly,1127.0,3,34,17056.78,501.66999999999996,0.0,0.058823529411764705,0.3235294117647059,10,0,0.0,0.0,0.0,42.0,42.0,42.0,0.0,87.1,87.1,41,52.116190476190475,2.3808956929549652e-05,1,1.0,1.1177148939945,0.32581190447846475,Detractor,0.5,0.0,1.0,2.0,0.7071067811865476,0.5,3.0,1.0,2.0,0.0,2.0,0.3333333333333333,0.6666666666666666,0.0,0.07983677814246429,43.55,84.0,42.0,58734.94666666666
C-0045,1,0.8556332,1,High,professional,monthly,219.0,5,38,9634.9,253.54999999999998,0.0,0.05263157894736842,0.6578947368421053,13,0,0.0,0.0,0.0,72.0,72.0,72.0,0.0,44.7,44.7,56,47.030877192982466,1.3888695990393884e-05,1,1.0,9.84952120383037,0.41060694434799516,Detractor,2.5,-1.0,6.0,2.0,4.949747468305833,3.5,13.0,1.0,7.0,5.0,4.0,0.07692307692307693,0.5384615384615384,0.38461538461538464,1.7783857729138168,111.75,288.0,72.0,10299.76210526316
C-0046,0,0.33874488,0,Low,enterprise,monthly,275.0,59,9,33778.619999999995,3753.1799999999994,0.0,0.5555555555555556,4.222222222222222,13,0,0.0,0.0,0.0,251.2,251.2,251.2,0.0,19.2,19.2,84,108.39529411764705,3.9808758722781334e-06,1,1.0,27.37377406465674,0.46160199043793615,Detractor,4.0,4.0,4.0,1.0,0.0,0.0,10.0,1.0,5.0,5.0,2.0,0.1,0.5,0.5,1.0897203051216855,76.8,502.4,502.4,29808.70588235294
C-0047,0,0.22206229,0,Low,professional,monthly,945.0,11,9,4838.67,537.63,0.0,0.5555555555555556,4.444444444444445,14,0,0.0,0.0,0.0,93.0,93.0,93.0,0.0,59.3,59.3,24,61.72,1.0752572553007766e-05,0,1.0,2.9514439860361787,0.08140537628627652,Promoter,9.0,8.0,10.0,2.0,1.4142135623730951,1.0,9.0,2.0,4.0,2.0,4.0,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.28562361155188826,533.6999999999999,372.0,93.0,58325.4
C-0048,1,0.9434032,1,High,professional,monthly,23.0,15,31,21705.890000000003,700.19,0.0,0.0967741935483871,0.8709677419354839,13,0,0.0,0.0,0.0,148.3,148.3,148.3,0.0,16.5,16.5,69,66.2057142857143,6.743042865520188e-06,1,1.0,190.94420600858368,0.4670033715214328,Passive,7.0,6.0,8.0,2.0,1.4142135623730951,1.0,8.0,4.0,2.0,3.0,2.0,0.5,0.25,0.375,10.300429184549355,115.5,296.6,148.3,1522.7314285714288
C-0049,1,0.8654454,1,High,starter,annual,1229.0,1,4,7490.88,1872.72,0.0,1.0,6.0,12,3,0.75,0.0,0.75,35.8,35.8,35.8,0.0,69.3,69.3,51,42.424615384615386,2.7932180665324324e-05,1,1.0,0.8736679411046937,0.36141396609033266,Passive,8.0,7.0,7.0,2.0,1.4142135623730951,-1.0,13.0,2.0,5.0,4.0,5.0,0.15384615384615385,0.38461538461538464,0.3076923076923077,0.31725372163019605,554.4,179.0,0.0,52139.85230769231
C-0050,0,0.33953002,0,Low,enterprise,annual,915.0,56,4,234551.52,58637.88,0.0,0.0,0.0,0,0,0.0,0.0,0.0,246.1,246.1,246.1,0.0,91.5,91.5,49,135.44,4.063372355256334e-06,1,1.0,8.066207800721074,0.31700203168617763,Detractor,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.1966568338249754,0.0,246.1,492.2,123927.59999999999
C-0051,1,0.42366844,0,Medium,starter,monthly,832.0,5,30,1638.0,54.6,0.0,0.16666666666666666,1.4,14,0,0.0,0.0,0.0,24.2,24.2,24.2,0.0,75.9,75.9,52,40.417358490566045,4.132060658657011e-05,1,1.0,0.872281629220233,0.3482206603032933,Detractor,0.0,0.0,0.0,1.0,0.0,0.0,8.0,3.0,4.0,2.0,3.0,0.375,0.5,0.25,0.2883575633785894,0.0,72.6,0.0,33627.24226415095
C-0052,0,0.15151832,0,Low,professional,annual,31.0,3,4,13511.52,3377.88,0.0,1.0,9.0,14,1,0.25,0.0,0.25,107.0,107.0,107.0,0.0,86.7,86.7,81,77.7239024390244,9.345707049468466e-06,1,1.0,102.55591054313098,0.32660467285352474,Detractor,3.0,3.0,3.0,1.0,0.0,0.0,9.0,2.0,4.0,1.0,3.0,0.2222222222222222,0.4444444444444444,0.1111111111111111,8.626198083067091,260.1,321.0,107.0,2409.4409756097566
C-0053,1,0.8222617,1,High,starter,monthly,404.0,4,3,491.25,163.75,0.0,1.0,6.333333333333333,14,2,0.6666666666666666,0.0,0.6666666666666666,35.5,35.5,35.5,0.0,43.7,43.7,54,32.04363636363637,2.816822061346702e-05,1,1.0,2.634182537719515,0.4126140841103067,Detractor,3.0,3.0,3.0,1.0,0.0,0.0,15.0,3.0,5.0,3.0,6.0,0.2,0.3333333333333333,0.2,1.113034875092753,131.10000000000002,213.0,0.0,12945.629090909091
C-0054,1,0.90701056,1,High,starter,annual,1325.0,2,3,3394.44,1131.48,0.0,1.0,8.333333333333334,12,1,0.3333333333333333,0.0,0.3333333333333333,16.5,16.5,16.5,0.0,93.9,93.9,46,44.58553191489362,6.060238773419879e-05,1,1.0,0.3735003395457633,0.3122303011938671,Detractor,5.5,5.0,6.0,2.0,0.7071067811865476,0.5,12.0,2.0,6.0,4.0,5.0,0.16666666666666666,0.5,0.3333333333333333,0.2716366105787369,516.45,82.5,0.0,59075.82978723405
